magnesium,calcium,hydrogencarbonat,kalium,natrium,chlorid,sulfat,title,id
24,99,325,13,7,32,78,1 Aqua Mineralwasser,297
18,26,142,1,11,19,19,1000 Wasser Classic,299
28,42,248,1,16,33,14,1000 Wasser Medium,300
18,26,142,1,11,19,19,1000 Wasser naturelle,301
23,118,297,10,8,41,121,1Aqua Nautrell (Dursty),304
10,45,209,2,28,19,26,57 Wasser,305
26,59,312,1,3,1,10,Abenstaler Quelle Classic,307
26,59,312,1,3,1,10,Abenstaler Quelle Naturell,308
26,59,312,0,2,1,10,Abenstaler Quelle Still,309
6,32,106,0,6,9,21,Acqua Panna,312
31,67,319,1,12,20,27,Active O2 (Tafelwasser mit Sauerstoff),316
39,579,284,0,7,7,1.268,Adelbodner Spezial,319
33,70,342,1,14,21,27,Adelholzener Classic,279
33,70,342,1,13,21,27,Adelholzener Extra Still,323
30,93,433,1,4,3,6,Adelholzener Naturell,324
33,70,342,1,14,21,27,Adelholzener Sanft,325
28,82,368,1,4,3,17,Adldorfer Medium,330
28,82,368,1,4,3,17,Adldorfer Spritzig,331
28,82,368,1,4,3,17,Adldorfer Still,332
29,136,347,19,68,73,243,Aegidius Brunnen Classic (Rheinlandquelle),334
40,50,610,10,190,100,90,Aegidius Brunnen Medium,335
74,88,918,9,156,55,33,Ahrquelle Medium,338
82,68,949,0,167,54,0,Ahrtalquelle Mineral Sprudel,339
17,31,148,12,4,13,26,Alasia Perle Medium,343
17,31,148,12,4,13,26,Alasia Perle Pur,344
17,31,148,12,4,13,26,Alasia Spritzig,345
75,417,407,5,16,7,989,Alb-Perle Classic,347
75,417,407,5,16,7,989,Alb-Perle Medium,348
30,57,339,1,8,0,8,Albertus Quelle Medium,350
32,56,338,2,9,1,9,Albertus Quelle mit Kohlensäure,351
32,56,338,2,9,1,9,Albertus Quelle mit wenig Kohlensäure,352
21,40,274,1,17,0,8,Allgäuer Alpenwasser Medium,358
21,40,275,1,18,1,7,Allgäuer Alpenwasser Sanft,359
21,40,274,1,17,1,8,Allgäuer Alpenwasser Spritzig,360
22,40,275,1,19,1,9,Allgäuer Alpenwasser Still,361
21,85,354,2,2,1,12,Aloisius Quelle Naturell,362
21,85,354,2,2,1,12,Aloisius Quelle Sanft,363
21,85,354,2,2,1,12,Aloisius Quelle Spritzig,364
11,105,497,0,40,0,0,Alosa Medium,365
11,105,467,0,40,0,0,Alosa Still,366
3,54,142,1,8,19,22,Alstertaler Classic,369
3,54,142,1,8,19,22,Alstertaler Medium,370
3,54,142,1,8,19,22,Alstertaler Still,371
5,8,370,10,270,242,0,Alt-Bürgerbrunn Classic,372
5,8,370,10,270,242,0,Alt-Bürgerbrunn Medium,373
11,46,291,29,45,1,64,Altmühltaler Classic,374
11,46,291,29,45,1,64,Altmühltaler Medium,375
11,46,291,29,45,1,64,Altmühltaler Still,376
27,226,464,8,91,51,400,Alvara Classic,377
27,226,464,8,91,51,400,Alvara Medium,378
27,226,464,8,91,51,400,Alvara Naturell,379
65,485,412,5,17,28,1.110,Alwa Classic,380
65,485,412,5,17,28,1.110,Alwa Medium,382
65,485,412,5,17,28,1.110,Alwa Naturelle,383
39,42,286,6,4,3,45,Amandus Spritzig,384
2,23,0,1,6,14,61,Ambassador Classic,385
2,23,0,1,6,14,61,Ambassador Medium,386
2,23,0,1,6,14,61,Ambassador Naturell,387
78,498,278,3,15,20,1.280,Antonius Quelle,393
6,110,240,1,19,42,73,Apodis Classic,394
6,110,240,1,19,42,73,Apodis Medium,395
6,110,240,1,19,42,73,Apodis Naturell,396
120,90,1.800,30,470,130,100,Apollinaris Classic,282
120,90,1.800,30,470,130,100,Apollinaris Classic (feinperlig),400
120,90,1.800,30,470,130,100,Apollinaris Medium (feinperlig),401
52,52,653,0,117,34,34,Apollinaris Silence,402
44,581,502,2,23,38,1.175,Apollo Mineralquelle Sport Spritzig,403
6,60,204,0,4,5,0,Aqua (Brandenburger Urstromquelle) Classic,407
6,60,204,0,4,5,0,Aqua (Brandenburger Urstromquelle) Medium,408
3,68,173,0,14,21,41,Aqua (Claudius-Quelle) Classic,409
3,68,173,0,14,21,41,Aqua (Claudius-Quelle) Medium,410
3,68,173,0,14,21,41,Aqua (Claudius-Quelle) Naturell,411
51,184,278,2,16,45,411,Aqua (Quelle Werretaler) Naturell,412
11,46,291,29,45,1,64,Aqua Culinaris (Altmühltaler Quelle) Still,413
6,71,240,4,66,97,18,Aqua Culinaris (Cora-Quelle) Classic,414
8,14,74,0,2,4,8,Aqua Culinaris (Erberskopf-Quelle) Classic,415
8,14,74,0,2,4,8,Aqua Culinaris (Erberskopf-Quelle) Medium,416
8,15,74,0,2,4,9,Aqua Culinaris (Erberskopf-Quelle) Still,417
9,81,266,1,4,0,17,Aqua Culinaris (Euregio Quelle) Classic,418
9,81,266,1,4,0,17,Aqua Culinaris (Euregio-Quelle) Still,419
0,1,386,6,247,122,26,Aqua Culinaris (Kursfels) Classic,420
0,1,386,6,247,122,26,Aqua Culinaris (Kursfels) Medium,421
5,34,270,21,62,1,50,Aqua Culinaris (Levia-Quelle) Classic,422
5,34,270,21,62,1,50,Aqua Culinaris (Levia-Quelle) Medium,423
14,71,240,2,7,14,41,Aqua Culinaris (Noé-Quelle) Classic,424
22,138,154,3,17,60,251,Aqua Culinaris (Noé-Quelle) Medium,425
22,138,154,3,17,60,251,Aqua Culinaris (Noé-Quelle) Still,426
18,97,415,2,20,4,14,Aqua Culinaris (Quintus-Quelle) Classic,427
18,97,415,2,20,4,14,Aqua Culinaris (Quintus-Quelle) Medium,428
18,97,415,2,20,4,14,Aqua Culinaris (Quintus-Quelle) Still,429
9,119,252,1,12,33,106,Aqua Culinaris (St. Jakobus Quelle) Still,430
10,22,105,4,6,6,18,Aqua Culinaris (St. Lambertus Quelle) Medium,431
46,180,443,2,10,38,232,Aqua Fun Medium (Elfen-Quelle),433
6,32,106,1,7,8,22,Aqua Panna,435
17,164,546,5,16,0,0,Aqua Quelle Classic,436
17,164,546,5,16,0,0,Aqua Quelle Medium,437
17,164,546,5,16,0,0,Aqua Quelle Naturell,438
53,569,193,0,23,10,1.460,Aqua Römer Classic,439
54,569,193,0,23,10,1.460,Aqua Römer Medium,441
53,569,193,0,23,10,1.460,Aqua Römer Naturelle,442
2,31,111,1,9,6,3,Aqua Select (Fürstenbrunn),444
15,22,108,1,13,21,32,Aqua Sirona Classic,445
15,22,108,1,13,21,32,Aqua Sirona Medium,446
15,19,84,1,8,14,39,Aqua Sirona Naturelle,447
16,68,295,1,8,4,0,Aqua Star,448
54,128,420,3,12,27,180,Aqua Vitale Naturelle,449
64,500,414,5,18,29,1.130,AquaMia Classic (Alwa-Quelle),454
64,500,414,5,18,29,1.130,AquaMia Medium (Alwa-Quelle),455
64,500,414,5,18,29,1.130,AquaMia Still (Alwa-Quelle),456
64,500,414,5,18,29,1.130,AquaMia Still (Vitale-Quelle),457
15,18,84,1,8,14,39,Aquarissima Classic,458
44,93,827,12,312,197,156,Aquarissima Naturquelle Medium,459
1,2,361,5,231,113,0,Aquintell Classic,466
1,2,361,5,231,113,0,Aquintell Medium,467
1,2,351,5,187,63,21,Aquintus Classic,468
1,2,351,5,187,63,21,Aquintus Medium,469
1,2,351,5,187,63,21,Aquintus Naturell,470
1,1,431,4,246,90,17,Ardey Exquisit Classic (PET),473
1,1,431,4,246,90,17,Ardey Exquisit Medium (PET),474
1,1,431,4,246,90,17,Ardey Exquisit Naturelle (PET),475
13,49,441,9,136,43,50,Arkia Medium,476
13,106,317,0,34,55,64,Arkona Classic,479
28,172,348,23,40,66,286,Arret,480
9,31,137,2,17,17,17,Artesia Quelle,485
8,31,131,2,17,18,18,Artesia Quelle Sanft,486
8,31,131,2,17,18,18,Artesia Quelle Spritzig,487
90,506,362,5,20,13,1.310,Aspacher Kloster Quelle Classic,490
90,506,362,5,20,13,1.310,Aspacher Kloster Quelle Medium,491
23,118,297,10,8,41,121,ASS Naturell (Dursty),492
11,110,476,1,20,8,1,Assindia Classic,493
28,150,356,8,16,71,155,Assindia Classic,494
5,13,67,3,6,8,2,Aua Culinaris (Vitaqua) Medium,497
10,110,431,2,20,29,9,Auburg Quelle Classic,498
10,110,431,2,20,29,9,Auburg Quelle Naturelle,499
10,110,431,2,20,29,9,Auburg Urquelle,500
4,55,128,2,13,30,39,Auenwald Medium,501
3,47,182,2,19,10,8,Auenwald Medium (St. Cyriakus-Quelle),502
70,190,1.020,10,260,340,30,Augusta Victoria (Selters Mineralquelle),503
20,88,302,1,6,20,35,Autenrieder Schlossgartenquelle Classic,504
20,88,302,1,6,20,35,Autenrieder Schlossgartenquelle Medium,505
25,52,260,1,8,12,21,Avanus,506
34,88,304,1,8,23,72,Avanus Still,507
7,37,307,17,290,325,48,Avara Medium (Bad Liebenzeller Q2 Quelle),508
7,37,307,17,290,325,48,Avara Sprudel (Bad Liebenzeller Q2 Quelle),509
28,175,706,13,109,128,31,Azur Medium,511
28,175,706,13,109,128,31,Azur Spritzig,513
28,175,706,13,109,128,31,Azur Still,514
12,13,93,1,9,4,16,Bad Brambacher Medium,517
12,13,93,1,9,4,16,Bad Brambacher Naturell,518
12,13,93,1,9,4,16,Bad Brambacher Sanft,519
12,13,93,1,9,4,16,Bad Brambacher Spritzig,520
4,14,60,3,2,4,5,Bad Brückenauer Medium,521
4,14,60,3,2,4,5,Bad Brückenauer Naturelle,522
4,14,60,3,2,4,5,Bad Brückenauer Spritzig (König Ludwig Quelle),523
23,80,412,5,110,122,29,Bad Camberger Classic,524
23,80,412,5,110,122,29,Bad Camberger Medium,525
23,80,412,5,110,122,29,Bad Camberger Naturelle,526
34,129,375,3,7,7,189,Bad Driburger Classic (Natuparkquelle),527
33,124,375,3,7,7,173,Bad Driburger Medium (Naturparkquelle),528
33,124,375,3,7,7,173,Bad Driburger Still (Naturparkquelle),529
50,340,365,3,14,28,735,Bad Dürrheimer Classic,530
50,340,365,0,14,28,735,Bad Dürrheimer Classic (Johannisquelle),531
41,153,370,2,5,11,235,Bad Dürrheimer Légére,532
50,340,365,3,14,28,735,Bad Dürrheimer Medium (Johannisquelle),533
44,159,353,1,31,67,276,Bad Dürrheimer Naturell,534
21,64,139,8,303,468,150,Bad Harzburger Juliushaller,535
8,38,112,1,8,11,43,Bad Harzburger Naturelle,536
8,38,112,1,8,11,43,Bad Harzburger Urquell Classic,537
8,38,112,1,8,11,43,Bad Harzburger Urquell Medium,538
25,48,272,4,2,4,5,Bad Kissinger Classic,539
25,49,275,5,3,5,5,Bad Kissinger Medium,540
25,49,275,5,3,5,5,Bad Kissinger Naturelle,541
3,16,0,1,7,5,56,Bad Liebenwerda Medium,542
3,16,0,1,7,5,56,Bad Liebenwerda Naturell,543
3,16,0,2,7,5,56,Bad Liebenwerda Sanft,544
3,16,0,1,7,5,56,Bad Liebenwerda Spritzig,545
7,37,312,16,274,300,47,Bad Liebenzeller Classic,546
7,37,312,16,274,300,47,Bad Liebenzeller Medium,547
7,37,312,16,274,300,47,Bad Liebenzeller Naturelle,548
7,37,312,16,274,300,47,Bad Liebenzeller Still,549
70,328,287,2,20,13,868,Bad Meinberger Classic,550
58,336,280,2,17,13,844,Bad Meinberger Medium,551
70,328,287,2,20,13,868,Bad Meinberger Naturelle,552
24,53,253,0,5,14,9,Bad Pyrmonter Classic,553
24,53,253,1,5,14,9,Bad Pyrmonter Medium,554
24,53,253,1,5,14,9,Bad Pyrmonter Naturell,555
24,53,253,1,5,14,9,Bad Pyrmonter Sanftperlig,556
29,100,227,1,21,22,184,Bad Reichenhaller Classic,557
29,100,227,1,21,22,184,Bad Reichenhaller Medium,558
29,100,227,1,21,22,184,Bad Reichenhaller Still,559
58,115,271,8,187,332,237,Bad Rilchinger Spritzig,560
57,115,271,7,187,332,237,Bad Rilchinger Still,561
14,87,542,12,124,53,42,Bad Vibeler Medium (Ried Quelle),562
14,87,542,12,124,53,42,Bad Vibeler Spritzig (Ried Quelle),563
25,190,727,13,98,111,54,Bad Vilbeler Urquell Aktiv,564
27,194,832,15,119,132,28,Bad Vilbeler Urquell Medium,565
26,190,727,13,98,111,54,Bad Vilbeler Urquell Spritzig,566
74,154,568,7,384,534,328,Bad Zwestener Löwensprudel Medium,567
85,190,1.300,10,165,44,38,Badoit,289
85,190,1.300,10,165,44,38,Badoit,569
12,19,109,0,8,5,16,Balduin Quelle,571
200,132,2.652,31,905,565,131,Barbarossa Brunnen Classic,574
3,71,163,1,19,51,28,Baron von Westfalen Classic (Apodis Quelle),575
3,71,163,1,19,51,28,Baron von Westfalen Medium (Apodis Quelle),576
75,552,401,14,148,240,1.300,Basinus (Krönungsquelle),577
50,288,351,6,92,80,710,Basinus Aktiv  (Bonaris Quelle),578
50,288,351,6,92,80,710,Basinus Medium (Bonaris Quelle),579
89,600,340,8,38,38,1.530,Bella Fontanis Classic,580
89,600,340,8,38,38,1.530,Bella Fontanis Medium,581
89,600,340,8,38,38,1.530,Bella Fontanis Naturelle,582
16,92,298,1,5,17,45,Bellaris Classic,583
16,92,298,1,5,17,45,Bellaris Medium,584
16,91,292,2,6,16,39,Bellaris Naturell,585
16,91,292,2,6,16,39,Bellaris Sanfte Quelle,586
24,34,231,2,13,9,9,Berg Quelle (Quellort Schwollen) Classic,588
24,34,231,2,13,9,9,Berg Quelle (Quellort Schwollen) Medium,589
24,34,231,2,13,9,9,Berg Quelle Classic (Quellort Schwollen),591
17,27,175,1,7,6,10,Berg Quelle Leicht (Quellort Schwollen),592
6,27,135,1,6,14,20,Bergische Waldquelle,593
74,313,294,0,19,15,850,Bergwaldquell Classic,594
74,313,294,0,19,15,850,Bergwaldquell Medium,595
35,86,430,2,5,1,21,Bernadett Brunnen Medium,596
35,86,430,2,5,1,22,Bernadett Brunnen Sanft,597
35,86,430,2,5,1,22,Bernadett Brunnen Spritzig,598
35,86,430,2,5,1,22,Bernadett Hechtl Tafelwasser,599
17,67,270,0,2,2,33,Bio Kristall Still,603
4,62,337,4,105,62,39,Birgy Bronn,604
4,66,325,5,92,52,38,Birgy Bronn,605
4,62,337,4,105,62,39,Birgy Medium,606
4,66,325,5,92,52,38,Birgy Medium,607
75,207,1.362,22,548,671,29,Biski Quelle,608
17,31,351,18,67,4,17,Bissinger Auerquelle Medium,609
18,31,351,17,67,4,17,Bissinger Auerquelle Sanft,610
18,31,351,17,67,4,17,Bissinger Auerquelle Spritzig,611
3,7,30,2,1,1,3,Black Forest  (Hansjakobquelle),613
2,5,18,2,1,1,3,Black Forest  (Hansjakobquelle),614
2,5,18,2,1,1,3,Black Forest fein perlend,615
25,155,311,2,9,0,193,Blankenburger Wiesenquell Medium,617
22,134,304,2,7,0,152,Blankenburger Wiesenquell Naturelle,618
25,155,311,2,9,0,193,Blankenburger Wiesenquell Spritzig,619
77,654,375,4,11,0,1.562,Blue magic water Tafelwasser,620
32,347,326,3,9,11,720,Bonatur Classic,621
32,347,326,3,9,11,720,Bonatur Medium,622
32,347,326,3,9,11,720,Bonatur Naturelle,623
0,79,194,0,8,26,0,Brandenburger Quell Classic,626
21,43,233,1,7,2,12,Brauerei Rapp Medium,627
21,43,233,1,7,2,12,Brauerei Rapp Spritzig,628
21,43,233,1,7,2,12,Brauerei Rapp Still,629
14,135,411,0,66,110,42,Breisgauer Classic,631
14,135,411,0,66,110,42,Breisgauer Still,632
16,33,152,1,10,19,14,Brillant Quelle,633
80,80,1.150,20,340,190,90,Brohler Classic,635
80,80,1.220,20,360,200,90,Brohler Medium,636
40,50,340,10,60,60,60,Brohler Naturell,637
26,61,310,2,4,1,16,Brunnthaler Naturell,643
24,6,231,2,5,1,16,Brunnthaler Spritzig,644
26,61,310,2,4,1,16,Brunnthaler Still,645
19,50,591,10,276,148,135,Burg Quelle Classic,646
36,139,347,3,7,3,216,Burgenperle Classic,647
37,139,347,4,7,3,216,Burgenperle Medium,648
36,139,347,4,7,3,216,Burgenperle Naturell,649
37,139,347,4,7,3,216,Burgenperle Spritzig,650
1,2,384,5,200,73,0,Burgwallbronn First Class,651
7,2,384,5,200,73,0,Burgwallbronn Medium,653
95,281,1.222,13,103,79,203,Caldener Medium,656
95,281,1.222,13,103,79,203,Caldener Sanft,657
95,281,1.222,13,103,79,203,Caldener Spritzig,658
60,267,325,0,24,11,664,Carolinen Bio Naturelle,666
51,209,340,0,13,15,477,Carolinen Classic (Urquelle),667
43,421,317,4,15,11,950,Carolinen Classic (Ursprungsquelle),669
51,209,340,0,13,15,477,Carolinen Medium (Urquelle),670
43,421,317,4,15,11,950,Carolinen Medium (Ursprungsquelle),671
43,421,317,4,14,11,950,Carolinen Naturell (Ursprungsquelle),672
94,591,399,21,297,446,1.480,Cascada Medium,673
4,11,48,2,1,5,6,Celtic Naturell,678
8,42,104,1,8,21,44,Chapelle (Bergische Waldquelle),681
8,106,282,2,11,34,61,"Christinen Carat 0,5l  (Felsenquelle Steinhagen)",686
8,106,282,2,11,34,61,Christinen Carat 1l (Felsenquelle Steinhagen),687
5,52,483,9,297,219,110,Christinen Medium (Teutoburger Bergquelle),688
5,52,483,9,297,219,110,Christinen Naturell (Teutoburger Bergquelle),689
5,52,483,9,297,219,110,Christinen Spritzig (Teutoburger Bergquelle),691
4,52,483,8,297,219,110,Christinen Still (Teuto-Quelle),692
21,92,415,1,36,38,7,Clevervit Jod+,695
74,468,372,0,9,0,1.121,Contrex,701
32,229,458,8,86,67,460,Coronet Medium,702
32,229,458,8,86,67,460,Coronet Natürliches Mineralwasser,703
6,24,78,5,9,20,20,Dachsberg Quelle Still,723
197,135,3.302,35,760,52,0,Dauner Mineralquelle Classic,725
197,135,3.302,35,760,52,0,Dauner Mineralquelle Medium,726
16,33,205,3,16,8,11,Del Bon Sanft,734
16,33,205,3,16,8,11,Del Bon Spritzig,735
32,246,496,1,7,7,346,Delta Brunnen Classic,736
32,246,496,1,7,7,346,Delta Brunnen Medium,737
25,62,321,0,11,6,7,Diana Medium,740
25,62,321,0,11,6,7,Diana Spritzig,741
35,125,357,2,11,24,154,Diemeltaler Quelle Classic,743
32,142,353,2,15,27,162,Diemeltaler Quelle Medium,744
32,142,353,2,15,27,162,Diemeltaler Quelle Still,745
27,50,304,1,6,1,8,Dietenbronner Aktiv Classic,746
27,50,304,1,6,1,8,Dietenbronner Aktiv Feinperlend,747
27,50,304,1,6,1,8,Dietenbronner Aktiv Medium,748
35,134,476,1,4,9,79,Dingslebener Mineralwasser,749
4,10,47,4,0,0,0,DMANi,750
195,148,2.047,29,230,23,16,Dreiser Sprudel Medium,752
195,148,2.047,29,230,23,16,Dreiser Sprudel Sprudel,753
27,78,474,7,224,186,157,Drusus (Natur Quelle),754
9,44,132,1,12,27,40,Duessel Aqua Leise (Haaner Felsenquelle),755
9,44,132,1,12,27,40,Duessel Aqua Still (Haaner Felsenqulle),756
17,112,356,1,7,27,29,Eichensteiner Classic,764
25,142,44,0,8,24,29,Eichensteiner Mineralwasser Spritzig,765
182,319,522,19,25,15,1.144,Eico Sport-Quelle,766
182,319,522,19,25,15,1.144,Eico Sprudel,767
52,87,566,13,56,27,52,Eifel Medium,768
52,87,566,13,56,27,52,Eifel Quelle,769
52,87,566,13,56,27,52,Eifel Sanft,770
194,138,3.268,37,748,46,0,Eifeltaler,771
194,138,3.268,37,748,46,0,Eifeltaler Medium,772
38,184,329,4,8,3,347,Eisvogel Classic,773
38,184,329,4,8,3,347,Eisvogel Medium,774
38,184,329,4,8,3,347,Eisvogel Naturell,775
38,184,329,4,8,3,347,Eisvogel Spritzig,776
38,184,329,4,8,3,347,Eisvogel Spritzig,777
35,135,354,4,7,3,200,Eiszeitquell Naturelle,778
35,135,354,4,7,3,200,Eiszeitquell Perlend,779
35,135,354,4,7,3,200,Eiszeitquell Sanft Perlend,780
28,97,431,0,15,12,13,Elisabethen Quelle Medium,783
28,97,431,0,15,12,13,Elisabethen Quelle Pur,784
28,97,431,0,15,12,13,Elisabethen Quelle Sanft,785
28,97,431,0,15,12,13,Elisabethen Quelle Spritzig,786
40,219,244,2,3,4,499,Elitess (Astoria Quelle ) Classic,788
6,54,142,1,6,14,43,Elitess (Baruth Quelle) Classic,789
4,55,189,0,4,3,0,Elitess (Baruth Quelle) Medium,790
4,55,189,0,4,3,0,Elitess (Baruth Quelle) Still,791
2,67,157,0,7,14,43,Elitess (Marinus Quelle ) Medium,792
2,67,157,0,7,14,43,Elitess (Marinus Quelle) Classic,793
2,67,157,0,7,14,43,Elitess (Marinus Quelle) Naturelle,794
120,294,370,0,43,39,940,Eltina Sport,795
7,29,166,7,139,192,2,Emsland Quelle Classic,797
8,30,166,8,139,192,3,Emsland Quelle Medium,798
21,81,470,7,156,164,28,Emstaler Brunnen,799
32,229,458,8,86,67,460,Engelbert Medium,800
32,229,458,8,86,67,460,Engelbert Naturell,801
32,229,458,7,86,67,460,Engelbert Natürliches Mineralwasser (Libu-Quelle),802
32,229,458,8,86,67,460,Engelbert Sprudel,803
124,528,403,0,29,29,1.463,Ensinger Classic,805
124,528,403,0,29,29,1.463,Ensinger Medium,806
124,528,403,6,28,28,1.463,Ensinger Mineralwasser,807
47,97,429,3,10,24,65,Ensinger Naturelle Sanft,808
47,97,429,3,10,24,65,Ensinger Naturelle Still,809
124,528,403,6,28,28,1.463,Ensinger Sport (Glas),810
124,528,403,7,29,29,1.463,Ensinger Sport Classic,811
124,528,403,6,28,28,1.463,Ensinger Sport Extra still (Glas),812
124,528,403,7,29,29,1.463,Ensinger Sport Medium (PET),813
124,528,403,7,29,29,1.463,Ensinger Sport Still,814
124,528,403,0,29,29,1.463,Ensinger Still,815
15,27,133,1,15,29,16,Euro-Quell classic,821
15,27,133,1,15,29,16,Euro-Quell medium,822
9,38,374,0,181,7,202,EuroPerl Classic,823
45,491,212,3,19,12,1.214,EuroPerl Classic (Laurentiusquelle),824
35,84,376,0,29,47,0,EuroPerl Quellwasser Classic,825
26,80,360,1,6,10,14,Evian,287
61,352,262,0,11,0,880,Extaler Mineralquell mit Kohlensäure,831
61,359,253,0,10,0,878,Extaler Mineralquell mit wenig Kohlensäure,832
34,59,317,0,7,11,28,Externstein Quelle Classic,833
34,59,317,0,7,11,28,Externstein Quelle Medium,834
34,59,317,0,7,11,28,Externstein Quelle Naturell,835
37,151,312,4,11,4,292,Fauna Classic (Quelle 29),841
38,135,340,4,8,3,230,Fauna Medium (Quelle29),842
38,135,340,4,8,3,230,Fauna Still (Quelle 29),843
1,3,351,7,182,64,0,Felsensteiner Classic,844
1,3,351,8,182,64,0,Felsensteiner Medium,845
39,545,395,3,16,21,1.150,Filippo Medium,852
39,545,395,3,16,21,1.150,Filippo Naturell,853
17,31,351,17,67,4,17,Finkbeiner Aqua Medium (Tafelwasser),854
17,31,351,17,67,4,17,Finkbeiner Aqua Spritzig (Tafelwasser),855
1,7,18,2,2,4,3,Finkenbach Quelle Classic,856
3,11,51,2,0,1,1,Finkenbach Quelle Medium,857
3,11,51,2,0,1,1,Finkenbach Tafelwasser,858
21,37,191,1,10,23,13,Fit Diamant Classic,860
5,47,165,0,13,17,9,Flensburger Wasser,861
27,75,365,2,17,0,0,Fonte Taviana,866
56,602,255,3,14,14,1.482,Forstetal 600 pure,872
56,602,255,3,14,14,1.482,Forstetal Quelle Classic (fizzy),873
56,602,255,3,14,14,1.482,Forstetal Quelle Medium,874
58,460,866,16,36,41,640,Förstina Medium,875
58,460,866,16,36,41,640,Förstina Sprudel Spritzig,877
47,428,746,17,27,34,644,Fortuna Quelle Medium,878
51,481,916,15,33,40,679,Fortuna Quelle Spritzig,879
69,285,374,5,36,80,650,Franken Brunnen Medium,4162
67,274,365,4,38,93,600,Franken Brunnen Naturell (Hochstein Quelle),881
57,132,512,3,17,13,153,Franken Brunnen Naturelle,4166
57,132,512,3,17,13,153,Franken Brunnen Sanft,4164
56,120,531,3,12,14,99,Franken Brunnen Sanft (Silvana Quelle),882
72,287,372,4,36,86,655,Franken Brunnen Spritzig,883
69,285,374,5,36,80,650,Franken Brunnen Spritzig,4160
67,274,365,4,38,93,600,Franken Brunnen Still,886
37,78,901,11,339,170,139,Frischequell Classic (Frische-Brise-Quelle),892
37,78,901,11,339,170,139,Frischequell Medium (Frische-Brise-Quelle),893
0,0,0,0,0,0,0,Frucade Tafelwasser,895
0,0,0,0,0,0,0,Frucade Tafelwasser,896
4,61,188,0,10,15,14,Fürst Bismarck Quelle m. Kohlensäure (PET),907
4,61,188,0,10,15,14,Fürst Bismarck Quelle mit wenig Kohlensäure,909
4,61,188,0,10,15,14,Fürst Bismarck Quelle ohne Kohlensäure,910
89,193,345,11,95,182,475,Gaensefurther Schlossquelle Classic,911
89,193,345,11,95,182,475,Gaensefurther Schlossquelle Medium,912
92,235,333,9,71,241,499,Gaensefurther Schlossquelle Naturell,913
71,426,390,5,0,11,1.065,Gemminger Mineralquelle Classic,918
77,426,370,5,0,13,940,Gemminger Mineralquelle Sport,919
70,426,390,5,40,10,1.065,Gemminger Mineralquelle Wenig,920
21,109,386,5,7,7,41,Germania Brunnen Classic,923
21,109,386,5,7,7,41,Germania Brunnen Naturell,924
46,222,385,6,17,18,435,Germeta Quelle Classic,925
42,209,380,6,17,19,442,Germeta Quelle Medium,926
42,209,380,6,17,19,442,Germeta Quelle Still,927
108,348,1.816,11,118,40,38,Gerolsteiner Feinperlig,4131
108,348,1.816,11,118,40,38,Gerolsteiner Medium,928
44,125,577,5,17,15,24,Gerolsteiner Naturell,929
108,348,1.816,11,118,40,38,Gerolsteiner Sprudel,932
9,106,243,0,12,28,94,Glashäger,942
10,106,243,0,12,29,94,Glashäger Medium,944
10,106,243,0,12,29,94,Glashäger Naturell,945
10,106,243,0,12,29,94,Glashäger Sanft,946
28,79,474,8,224,186,0,Globetrotter  (Natur-Quelle),947
39,230,163,8,8,0,591,Globus Classic,948
39,230,163,8,8,0,591,Globus Medium,949
38,230,163,7,8,0,591,Globus Natürliches Mineralwasser (Adello Quelle),950
57,294,2.080,0,410,0,69,Göppinger Classic,953
57,294,2.080,0,410,0,70,Göppinger Medium,954
20,86,302,1,5,18,27,Gracia Classic,956
20,86,288,1,5,20,32,Gracia Medium,957
84,476,959,5,294,250,1.005,Graf Metternich Classic,958
39,98,424,3,3,7,59,Graf Metternich Classic (Varus-Quelle),959
84,476,959,5,294,250,1.005,Graf Metternich Medium,960
39,98,424,3,3,7,59,Graf Metternich Medium (Varus-Quelle),961
84,476,959,5,294,250,1.005,Graf Metternich Naturell,962
39,98,424,3,3,7,59,Graf Metternich Naturell  (Varus-Quelle),963
11,107,456,2,22,15,1,Graf Rudolf Quelle fresh,964
11,107,456,2,22,15,1,Graf Rudolf Quelle mild,965
11,107,456,2,22,15,1,Graf Rudolf Quelle naturelle,966
32,234,240,2,54,83,493,Grafenquelle Classic,967
32,234,240,2,54,83,493,Grafenquelle Medium,968
32,234,240,2,54,83,493,Grafenquelle Naturell,969
40,43,287,6,4,2,47,Gräfin Mariannen Quelle,970
40,43,287,6,4,2,47,Gräfin Mariannen Quelle Feinperlend,971
0,0,0,0,140,0,0,Grals Burg Tafelwasser mild-sanft,972
0,0,0,0,140,0,0,Grals Burg Tafelwasser Spritzig,973
35,30,358,14,80,38,62,Granus Classic (Rheintal-Quelle),974
39,39,402,14,74,45,64,Granus Medium,975
17,30,480,8,238,121,119,Granus Sprudel (Lahnstein 1),976
62,285,1.504,0,200,9,175,Griesbacher Classic,981
62,285,1.504,0,200,9,175,Griesbacher Medium,982
62,285,1.504,0,200,9,175,Griesbacher Still,983
14,125,371,3,36,0,1,Grüneberg Quelle,984
14,105,325,0,18,29,57,Güstrower Schlossquell Classic,985
14,105,325,0,18,29,57,Güstrower Schlossquell Medium,986
14,105,325,0,18,29,57,Güstrower Schlossquell Naturelle,987
38,56,350,0,14,19,12,Gut &#038; Günstig (Bernhardus-Quelle) Classic,988
